Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
4 месяца назад,Бердск,1,несколько месяцев,Не указано,Появился брак в горизонтальной камере. Продавец не выходит на связь и не доступен. Не рекомендую,Не указано,0,0,EAC shop
4 месяца назад,Павловский Посад,1,менее месяца,Все ок,"Ребенок расстроен , телефон восстановленный , проверяйте сразу ,",Да,0,0,Techno Storm
6 месяцев назад,Посёлок совхоза имени Ленина,1,менее месяца,Не указано,"Не знаю у меня или у всех , телефон не плавно работает , как будто как 11 айфон , с 11 айфоном нет разницы , либо мой телефон какой то не оригинальный","Берите про версию , если нравится быстрые телефоны",0,0,ID Store
4 месяца назад,Тула,1,менее месяца,Не указано,"Это оригинал, но он не новый. Ему 2 месяца! Обман !",Не указано,0,0,Boutique VB
4 месяца назад,Барнаул,1,менее месяца,Не указано,Телефон был не новый . Активированный,Не указано,0,0,STRUKTURA
4 месяца назад,Дубна,1,Не указано,Не указано,кабель потделка,Не указано,0,0,New Media
4 месяца назад,Санкт-Петербург,1,Не указано,Не указано,Вскрытый,Не указано,1,0,TECHNOTON
5 месяцев назад,Краснодар,1,несколько месяцев,никаких,"видимо перепрошитый телефон, поскольку с течении времени высвечивается чужой эпл айди",Не указано,2,1,1pad
5 месяцев назад,Белгород,1,Не указано,Нет,Прислали заведомо б/у телефон. Не советую покупать у них,Не указано,0,0,Неизвестно
6 месяцев назад,Ростов-на-Дону,1,Не указано,Не указано,"Сборка оказалась хуже чем был прошлый телефон,13 которому пару лет работают стабильнее новой 14))",Не указано,0,1,Tech_Story
8 месяцев назад,Брянск,1,менее месяца,"Хороший телефон , рекомендую","Перестал заряжаться от шнура , стоял на зарядке когда я его снял обнаружил что телефон не заряжается , и теперь не видит никакой шнур ,пользовался оригиналом",Гарантии нет поэтому думайте,0,0,PRO-Store
7 месяцев назад,Москва,1,Не указано,Не указано,Очень тупит . Нужно отдать по гарантии,Не указано,0,0,KosmoSquad
9 месяцев назад,Воронеж,1,менее месяца,Не указано,"Не рекомендую продавца. Прислал телефон без есим. В итоге у меня телефон, который поддерживает только одну сим-карту, а есим нет. Как итог: рабочая есим не работает",Не указано,0,0,Питер Маркет
4 месяца назад,Москва,2,менее месяца,вначале все было хорошо,"1. спустя почти месяц использования начал глючить и иногда переустанавливаться, как после перегрузки памяти на телефоне, было такое, что пропадали кнопки ответа на звонок и выключения и это все, с учетом того что телефон никогда никуда не падал, ни чем не заливался и в целом я аккуратно обращаюсь с ним 2. просветила пломбы ультрафиолетом, нет оригинальных штрихкодиков на пломбах на коробке 3. про раздачу интернета без кабеля можете забыть, другие устройства просто не подключаются","Подозреваю что телефон не оригинальный, НЕ СОВЕТУЮ к покупке у этого продавца! Будьте внимательнее при срывании пломб, возможно до вас их уже распечатывали аккуратно скальпелем по бокам коробки",0,0,1Store.
11 месяцев назад,Москва,1,несколько месяцев,Дороговизна),"1. Даже тех приложений что можно поставить на 13 и ниже и уж тем более на андроид, на 14 скачать нельзя
2. Функции звонков по вай-фай нет!!!
3. Мало режимов и настроек камеры
4. Платные функции (хранилище и т.п.) не оплатить, с предыдущего информация автоматом так и не загружается",Откровенный пропадос. Знала бы - не купила бы,0,4,Неизвестно
Неделю назад,Электроугли,2,Не указано,Не указано,"Отвратительно восстановлен! Сам аппарат лагает, камера виснет!","Заказал у этого продавца два телефона! Первый пришел - греется и отключается, заказал второй - камера виснет!",0,0,Apple Future
9 месяцев назад,Москва,1,несколько месяцев,Не указано,Очень сильно нагревается при обычной работе. Например при вызове через faceTime,Не указано,7,6,video-shoper
2 месяца назад,Москва,2,Не указано,Пользовался замечательно первые два месяца,Спустя два месяца отказал экран. Перестал реагировать на касания и просто на заблокированном экране греется сильно в нижней части,Не знаю как поступить и как вернуть товар,0,0,MoscowTradeOnline
11 месяцев назад,Ростов-на-Дону,1,менее месяца,Камера,"Невыносимо пользоваться банками, их невозможно скачать, только через ярлыки браузера
Нельзя выбирать с какой сим карты звонить, только выбирать основную каждый раз","Я разочарована
Переходила с андроида. И очень жалею о своем минутном желании познакомиться с айфоном, столько трудностей я еще не испытывала",2,6,Билайн - официальный магазин
Месяц назад,Клин,2,менее месяца,Телефон начинал греется и не держит зарядка. Всего лишь два месяца использую,Не указано,Идеально,0,0,iSales
9 месяцев назад,Тюмень,1,несколько месяцев,Не указано,Через пол года пользования перестал работать дисплей,Не указано,0,0,E-SMART
Месяц назад,Москва,2,Не указано,Нету,Нагревается батарейка,"Сборка китайская оказывается, не знали",0,0,ElectroHome
Год назад,Домодедово,1,Не указано,Ни каких,Не указано,"Заказал в ЮПОРТ ТЕХНИКА айфон 14 на сим+е сим, пришёл телефон с вскрытой пломбой да ещё и на две сим. Вы как там упаковывали? Упаковали в рваный кусок пупырки, такой товар и так упаковать, это вообще безразличное отношение к клиентам. НЕ СОВЕТУЮ ЭТОТ МАГАЗИН. БУДЬ АККУРАТНЕЕ И ПРОВЕРЯЙТЕ УПАКОВКУ И МАРКИРОВКУ ТЕЛЕФОНА. Возврат оформил, деньги пришли сразу. Не знаю на что рассчитывал магазин, но отношение к клиентам очень плохое, можно было поставить меньше звёзд, поставил бы. Руководству не мешало бы принять меры. ЗАКАЗЫВАЛ В ЮПОРТ ТЕХНИКА. Просто отвратительный магазин. Зачем отправлять вскрытый? Да ещё и на 2 сим, заказывал совсем другой, очень ПЛОХОЕ отношение в ЮПОРТ ТЕХНИКА. ОТВРАТИТЕЛЬНО.",12,3,Неизвестно
2 месяца назад,Лесной,2,менее месяца,Как обменять?,"Брала под описанием новый,в настройках указан истек срок ,его что,уже чинили?",Не указано,0,0,Xtech Store
11 месяцев назад,Самара,1,менее месяца,Зато положили б/у чехол прозрачный который уже пожелтел!!!,Не положили кабель зарядки и иголку чтобы открыть слот сим карты,"Почему пишите что полный комплект, а сами положили просто телефон и коробку?",32,12,ТехникаДома
2 месяца назад,Янино-1,2,менее месяца,Айфон,"Коробка не упаковано как у нового, складываются впечатления, что восстановленный.",Не указано,0,0,Apple Mall
11 месяцев назад,Москва,1,Не указано,"через месяц тел превратился в кирпич, интеренет не видит, только звонки!!!!Буду писать в роспотребнадзор",Не указано,Не указано,11,2,WiHonor
3 месяца назад,Санкт-Петербург,2,Не указано,Быстрый и мощный телефон,"Сильно нагревается, за полтора месяца 2 процента аккумулятора ушло, быстро разряжается",Не указано,0,0,WISHMASTER
Год назад,Москва,1,Не указано,Не указано,Не указано,"Прислали активированный iPhone, когда вскрыл коробку увидел что сим лоток торчит из корпуса, наклейка на экран криво наклеена. Так же заказывали версию с одной сим картой, а прислали с сим лотком на две сим карты. Осознал что айфон активированный лишь после получения и вскрытия, когда проверял на сайте apple не понял что он активированный, потом увидел как должен был пробиваться по imei. На сайте пишет что гарантия заканчивается 26 декабря 2022 года, это как? Смартфон Я до сих пор не включал, так как это подарок на новый год",2,3,Юпорт техника
6 месяцев назад,Санкт-Петербург,2,несколько месяцев,Привезли быстро все ок,"Запала кнопка громкости сразу, из за отъезда не могу попасть к сервисный центр но это просто жесть","Купили в подарок, была счастлива, но 2 день запала кнопка громкости и теперь громкость нельзя отрегулировать это просто жесть. Пользуюсь айфонами уже больше 14 лет и первый раз с таким сталкиваюсь",2,0,DomMobile
Год назад,Москва,1,менее месяца,Не указано,"Через некоторое время после загрузки e-sim возникла проблема с выходом в сеть.
При обращении к оператору выяснилось, что телефон в серном списке (скорее всего украден).
Ни одна сим карта с ним работать не будет.",Не указано,7,4,GiX
4 месяца назад,Ижевск,2,более года,Нормально,Через 3 месяца появилась полоса по экрану,Не указано,0,0,mobilka18
Год назад,Шатура,1,менее месяца,"Яркий и шустрый дисплей,не виснет в работе",Тихий динамик по спавнению с 11 версией,"Ужасный возврат,мозги пудрят только в путь своими завтраками",2,3,ОНЛАЙНТРЕЙД.РУ
4 месяца назад,Санкт-Петербург,2,несколько месяцев,Не указано,Быстро тратится аккумулятор! Уже не знаю что делать 😡,Не указано,0,0,GOODSTORE
Год назад,Екатеринбург,1,менее месяца,Не указано,Не указано,"Телефону меньше 2 недель, перестал работать экран",0,1,Неизвестно
6 месяцев назад,Красногорск,2,несколько месяцев,"Вроде оригинал , но как поймешь","Много описания , но все одно не то что искал , просто подстроилась система поиска гребаного Яндекса",Не указано,0,0,Tehno Hub
Год назад,Москва,1,Не указано,Смартфон сам по себе хороший.,Спустя неделю эксплуатации появился зелёный пиксель.,"Телефон не падал, носился в чехле, с защитным стеклом, но пиксель просто взял и появился, что делать? Как-то обменять можно?",3,4,Яндекс Маркет
6 месяцев назад,Люберцы,2,несколько месяцев,Не указано,"начались проблемы с звонками, с него нельзя позвонить. может Е сим у нас не очень работает.",Не указано,0,0,ID Store
Год назад,Ростов-на-Дону,1,Не указано,Телефон супер.,"Прислали б.у телефон. Активирован за 2 месяца до покупки. Продавец - юпорт техника. Заказывал на 2 симки, физическую и есим. Прислали для китайского рынка без возможности добавления есим, с двумя физическими.",Не советую к приобретению. Ни в коем случае.,13,6,Юпорт техника
6 месяцев назад,Сухой Лог,2,несколько месяцев,купил по хорощей цене,качество,"через 10 месяцев сдох модем, куда обращаться за ремонтом вообще без понятия",0,0,iBalance
Год назад,Батуринская,1,Не указано,Работает,Внешний вид,"Впечатления начинаются с коробки, на ней с горки по асфальту вроде бы съезжали",5,8,Dicentre
6 месяцев назад,Волгоград,2,менее месяца,Не указано,"Шнур не оригинальный
Зарядку держит не очень долго на оригинальной зарядке.",Не указано,0,0,БОЛТУН
Год назад,Ростов-на-Дону,1,Не указано,Нет,Все,Оплатила заказ. Неделю после назначенной даты доставки операторы сообщали мне об отсутствии информации о моем товаре. Подарок ко дню рождения не случился. Продавец просто не отправил товар! Отвратительной сервис.,1,4,Неизвестно
7 месяцев назад,Москва,2,несколько месяцев,Не указано,Быстро садится аккумулятор,Не указано,0,0,UVF
Год назад,Санкт-Петербург,1,менее месяца,Не указано,Не указано,"Получил телефон, заказывал в PRO-Store. Почему наклейка Iphone 14 pro? Может оформить возврат? Не вскрываю.",3,7,PRO-Store
Не указано,Не указано,2,Не указано,Не указано,Не указано,"Зря купил, не чем таким особым от китайских аналогов не отличается. Просто переплата за бренд. Когда купил, неделю жена старым пользовалась, пока ругатся не начал",1,2,ge store
Год назад,Санкт-Петербург,1,Не указано,Ничего нового кроме названия,Высокая цена на данную модель,Не указано,0,10,Неизвестно
Год назад,Москва,2,более года,"Качественные материалы
OLED дисплей
Длительная работа без лагов ОС","Цена
Отсутствие адаптера питания в комплекте
Монобровь
Отсутствие Apple Pay в России
С каждой новой серией, камера на предыдущих версиях iPhone «режется» на программном уровне",Не указано,2,12,video-shoper
Год назад,Самара,1,Не указано,Не указано,Не даёт оформить сплит.,Не указано,0,8,Неизвестно
