Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
Вчера,Железногорск,4,Не указано,Нормально работает,"Заказывала Ростест eSIM + nano sim , пришел для Китая dual nano sim 🤡","Обидно, на момент заказа не Ростест стоил на 10к дешевле. +неприятно было обнаружить отсутствие eSIM",0,0,emobile66
3 месяца назад,Ростов-на-Дону,4,Не указано,"Телефон оригинальный из Канады. Пользуюсь уже неделю. Зарядку держит хорошо, проблем не обнаружил.","Очень долгая доставка. Проблема продавца или службы доставки - неизвестно. Задержали на 3 дня. В поддержке всё время называли разные причины, а оказалось, что заказ просто лежал на складе. Статусы доставки менялись без логического сопровождения.","Продавец, по моему мнению, нормальный. Вот если бы еще проблемы с доставкой решили, было бы супер, так как мои планы на телефон обрушили абсолютно.",0,0,ID Store
4 дня назад,Верхняя Пышма,4,Не указано,Не указано,Не указано,"Пришел с задержкой на один день не критично, проблема с тем, что должен был прийти с eSIM, но в итоге там две физические сим-карты. Сам по себе телефон хороший, не восстановленный",0,0,emobile66
3 недели назад,Казань,4,Не указано,"Оригинал, по крайней мере серийный номер не зарегистрирован.",При первом запуске и подготовке телефон завис на минуту и нагрелся.,"Пока что доволен, надеюсь в будущем всё будет работать так же прекрасно.",0,0,Prosto-Technika
Неделю назад,Санкт-Петербург,4,Не указано,"Телефон как телефон, небольшие размеры по сравнению с S23ultra.",цена и функционал по сравнению с андройд.,Брал для автомобиля так он только поддерживает Carplay.,0,0,Apple_4u
2 месяца назад,Красногорск,4,менее месяца,Всё работает. Пока нет нареканий или плохих отзывов.,"Перед началом работы телефон требует каких-то дополнительных манипуляций. Несколько раз сбрасывали до заводских настроек. Три дня думали, что бракованный.","В целом, такая проблема встречается. Впредь, буду читать отзывы и комментарии перед покупкой конкретной модели.",0,0,Apple Mall
4 месяца назад,Санкт-Петербург,4,менее месяца,"В общем работает нормально, но указана неверная информация о товаре. По факту телефон с двумя физическими сим-картами, а в описании nanosim+Еsim.
Также заметно, что новый корпус другого цвета, чем был оригинальный.
Подарочный силиконовый чехол подходит четко.","В телефон был вставлен неправильный лоток для сим-карт, он был только на одну карту, а надо - на две. Пришлось покупать лоток на две симки.","За такую цену товар нормальный, но продавец должен внимательнее проверять комплектацию.",0,1,Надежные смартфоны!
Неделю назад,Сысерть,4,Не указано,"оригинал, работает исправно",за стоимость больше 60к товар пришел в пупырке и в коробке для доставке (то есть без коробки из под телефона),"все работает, без лагов",0,1,Techno Shop 66
7 месяцев назад,Москва,4,менее месяца,"внешность, скорость работы, оптимизация","автономность, нет кардинальных отличий от предшественника","Какие-либо глобальные отличия на фоне предыдущего поколения в iPhone 14 я не увидел. Заряжается так же медленно, разряжается при этом достаточно быстро. Постоянно привязываешься к павербенкам или розетке, так как на день его батареи явно не хватает. И это очень неудобно, особенно, если работаешь на телефоне. А беспроводная зарядка заряжает уж очень медленно, если честно, ожидал большего. Радует, что камеры снимают как положено. В режиме 1х снимки получаются реально крутыми. Можно рассмотреть даже мелкие детали, все очень четко, цвета красивые. Поэтому брать я бы советовал тем, что очень любит продукцию эппл всей душой, остальным стоит несколько раз подумать",0,1,Неизвестно
3 недели назад,Долгопрудный,4,Не указано,"Оригинал, емкость аккумулятора 100%, целый в заводской упаковке",Нет esim,"В целом, все устраивает, но к большому сожалению не работает есим, а для меня это очень важная функция",0,0,White Store
Месяц назад,Одинцово,4,Не указано,"Телефон оригинальный, такой как заявлено в описании.","Привезли сначала не того цвета, довольно долго разбирались с магазином, но в итоге все обменяли и привезли в удобное время и место.",Не указано,0,0,RINGтон
Месяц назад,Уфа,4,менее месяца,Отличный телефон. Работает норм,Недостатков пока нет все работает,Обидно что продавец вложил товар не ростест! Хотя цена на ростест дороже иного! Поэтому делаю вывод что продавец не честен! Прошу связаться со мной продавца!,0,1,emobile66
Месяц назад,Санкт-Петербург,4,Не указано,"Доволен покупкой. Телефон не большой, приятно держать в руках.",Не доволен доставкой.,Доставку переносили 3 раза. Приходилось менять свои планы. Эти фактом очень недоволен.,0,0,iPhonika MSK
Месяц назад,Люберцы,4,Не указано,"Камера, процессор, операционная система, экран.","Аккумулятор, мне не хватает. Хотелось бы емкость больше.",Все отлично кроме аккумулятора. Отлично сидит в руке.,0,0,Неизвестно
2 месяца назад,Москва,4,Не указано,"дочка пользуется, вроде всё работает","но много приложений которые не работают, или для их установки требуются танцы с бубнами. например для установки приложения жёлтого банка, приезжал представитель банка","я к андройда привыкла, но на вкус и цвет. телефон оригинальный",0,1,Digital Planet
Не указано,Не указано,4,Не указано,Не указано,Не указано,"Всё стандартно хорошо. Но недавно заметил, что при включении камеры, её подглючивает и она на несколько секунд зависает.",0,0,ID Store
4 месяца назад,Белые Столбы,4,менее месяца,"Был под пломбой,все нормально!
После 12 айфона -небо и земля!
Камера лучше
Приложения установились все","Китайская версия,но я сама ее заказала ,после вскрытия товара,посмотрела что версия Китай 🇨🇳,вместо WiFi WLAN пока что бросается в глаза.Вернуть нельзя,поэтому буду пользоваться.","Если не знаешь Английский ,надо было загуглить что значит DUAL SIM ,и вообще почитать об айфонах и об производстве для других стран😆",0,0,VINEYARD
4 месяца назад,Москва,4,менее месяца,Цена ниже чем в магазинах. Удобно сплитом,"Самовывоз ( но за углом есть парковка), не обратила внимания брала на 2 сим ( nano), оказался на одну , и он был дешевле…","Взяла в подарок, телефон дождался своего дня, оригинал. У меня 14pro на 2 сим, этот было указано тоже на 2 сим, но был на одну. Сразу не заметила, т.к. если честно не разбираюсь в айфонах, раньше пользовалась андроидом всегда.",0,0,ДжастокРу
Не указано,Не указано,4,Не указано,Не указано,Не указано,"Аппарат надёжный, но батарейку жрет. Для новых пользователей весьма сложен, так сказать не интуитивен.",0,0,MOBILE-ROOMS
4 месяца назад,Краснодар,4,несколько месяцев,"Пробила, куплен в декабре. Покупкой довольна. Советую",Чуждой Айклауд просил чтобы его восстановили. За разные мысли с этим связанные (ворованный или нет) минус звезда,"Пришел в грязной коробке, при этом во время пришлось выйти из эпл айди некой Першиной. Телефон покупала как новый.
Коробка была вскрыта и аккуратно заклеена, так же как и экран. Но телефон чистый, не б/у.
Думаю, что продавец просто проверял его.",0,0,Big-Apple
6 месяцев назад,Самара,4,менее месяца,"Это мое первое надгрызанное яблоко. Субъективно ощущения как от андроида, где-то лучше, где-то хуже.
Что мне понравилось, как человеку с андроида, так это то, что на нем неплохая камера с классной цветокоррекцией, рычажок сбоку... А так же мне понравилась мощность этого телефона, игры тянет на ура. Впрочем, сейчас, наверное, многие телефоны тянут многие игры.","4 ставлю не телефону, а продавцу. Да, это круто, приобрел телефон сильно дешевле, чем во многих других местах. Но когда к тебе приходит замызганная коробка, то не очень приятно как-то, учитывая что цена не малая была отдана.",Не указано,0,0,ASTEROID T
4 дня назад,Ульяновск,4,Не указано,пришел хороший без трещин,кабель не положили,Не указано,0,0,Apple Future
2 месяца назад,Нестерово,4,более года,Стабильная ОС,Как в любом другом смартфоне в этом бюджете,"Всю жизнь пользуюсь продукцией Apple, а последний год дополнительно пользуюсь хорошим Андроид смартфоном- вывод андроидом стал пользоваться чаще.",0,0,PRO-Store
4 месяца назад,Иваново,4,менее месяца,Не указано,"Была потертая коробка
Небрежно доставляли (за это минус звезда)
Но в целом все хорошо","В использовании неделю
Долго сомневалась, стоит ли брать на интернет площадке
Полностью оригинал, проверила
Пришел для индии
Все работает отлично, никаких отклонений в работе нет, настроился без проблем, все функции работают
Очень довольна
Спасибо продавцу",0,0,TECHNOTON
7 месяцев назад,Москва,4,менее месяца,"дизайн, сборка",дорого стоит,"Сейчас все то, за что раньше мы платили, выбирая айфон, перекрывается маркетингом. Да и большинство функций недоступны по известным причинам. Чтобы подключить какую-либо подписку или пользоваться всеми функциями, нужно искать обходные пути и обращаться за помощью к знакомым. Да и нет никаких гарантий, что все сработает и не слетит после обновления прошивки или перезагрузки системы. К сожалению, даже топовая камера не сможет перекрыть тот факт, что приложения российских банков, подписки и прочие привычные функции недоступны. Остается только верить, что в будущем ситуация изменится в положительную сторону",0,0,Неизвестно
2 недели назад,Усть-Лабинск,4,Не указано,"шустрый яркий, камера",понты дороже денег),Не указано,0,0,alltrademix
Месяц назад,Нижний Новгород,4,Не указано,все хорошо,приехал 2 симочная модель,"благо все отлично, особо внимания не обращал на это",0,0,GUDDA
7 месяцев назад,Москва,4,менее месяца,"камера, эргономика, скорость работы",нет большинства российских приложений в эпстор,"Сам телефон уже является главным достоинством. У него крутая камера, снимки получаются суперскими как днем, так и в темную пору. Картинка на экране выглядит великолепной, можно разглядеть все цвета и оттенки и получить настоящее зрительское удовольствие. Поэтому фотографам рекомендую взять на заметку. Печально, что многие российские приложения, в том числе тинькофф, были удалены из Appstore, приходится пользоваться веб-банкингом. По поводу автономности, пока претензий нет. Мне хватает на день, но я не пользуюсь им круглосуточно",0,0,Неизвестно
2 месяца назад,Рязань,4,Не указано,Телефон отличный,"Упаковка вся побита, вскрыта. Будто им по пользовались и вернули. Хотя в описании товара не было ни слова о том, что могут быть такие проблемы",Не указано,0,0,КЛИМАТИКС
Месяц назад,Екатеринбург,4,Не указано,Цена,"Слегка троит экран, не реагирует, заблокировал-разблокировал и нормально",В целом телефон работает хорошо.,0,0,ASTEROID T
2 месяца назад,Казань,4,более года,"хороший товар, работает",их нет,"купила ребенку год назад, он с ним и в бассейне искупался и ронял, но телефон работает. товар качественный.",0,0,1Store.
7 месяцев назад,Москва,4,менее месяца,"работает очень быстро, выглядит великолепно",не работает эплпей,"Решила порадовать себя накануне нового учебного года в универе и обновить телефон. Все пришло быстро и в качественном виде, придраться ни к чему. По цене/качеству меня все устраивает. Телефон работает без каких-либо проблем. У него неплохая батарея, просто очень крутая камера, а также потрясающая оптимизация системы. Расстраивает отсутствие в магазине AppStore многих полезных приложений, в том числе российских банков, а также отсутствие поддержки applepay. В остальном, претензий нет, мне нравится. Айфон это всегда про что-то крутое",0,0,Неизвестно
Месяц назад,Щёлково,4,Не указано,"четкая камера,яркие фотографии,много нужных мне функций.",Телефоном довольна.,Не указано,0,0,Apple Mall
7 месяцев назад,Москва,4,менее месяца,"компактность, идеально лежит в руке, яркий дисплей",написала ниже,"14-й айфон идеально лежит в моей руке, по габаритам и эргономике вообще никаких вопросов. Размер просто супер. Порадовала точная цветопередача экрана, правда 120 герц здесь нет. Батарея не самая лучшая, но до 5-6 часов вечера хватает. Правда у меня еще 100% уровень емкости, как будет дальше сложно предугадать. Когда ставлю на зарядку, частенько вылетает симка, не знаю с чем это связано, но недостаток терпимый, мне кажется. Ну и нерабочий эпл пэй туда же. Подводя итог, скажу, что телефон хоть и дорогой, но дарит крутые эмоции",0,0,Неизвестно
Месяц назад,Мурино,4,менее месяца,Коробка пришла хорошо упакована,Не работает зарядное устройство ( кабель),Не указано,0,0,iBox.Store
Не указано,Не указано,4,Не указано,Не указано,Не указано,"Все клево все классно !
НО !
Батарея держит мало
Для такой цены и уровня это очень огорчает
Просто смартфон
Привык и как будто всегда с ним ходил",0,0,Неизвестно
Не указано,Не указано,4,Не указано,Не указано,Не указано,"сам не покупал, но у моих знакомых он есть, в основном ничем не отлечим от 13, практичести таже начинка, но поддерживать стстему IOS будет естественно дольше.
так что советую либо 13, либо поднакопить чуть больше денег и купить 15",0,0,Неизвестно
7 месяцев назад,Москва,4,менее месяца,"оптимизация системы, внешний вид, камеры",слабая батарейка,"Телефон отличный. Я даже не понимаю, зачем переплачивать больше 30к за версию про, здесь всего достаточно. Только камеры отличаются, в про есть режим 3х с оптическим приближением без потери качества и dynamic island, но для меня это больше маркетинговый ход, нежели реально жизненно важная фича. Снимки и так получаются замечательными. Цвет, конечно, красивый, смотрится он великолепно. Памяти мне маловато, но это решаемый вопрос. Ну и один из айфоновских минусов это аккумулятор. Разряжается телефон быстро, увы((",0,0,Неизвестно
2 месяца назад,Сертолово,4,несколько месяцев,"Корректно работает, шустро","Оказался больше, чем я ожидал. Лопата, одной рукой пользоваться неудобно. Впрочем, альтернатив особо нет.",Не указано,0,0,ProGSM
Месяц назад,Нижнекамск,4,Не указано,Не указано,Коробка была не очень хорошего состояния,Не указано,0,0,АЙБАРС
5 месяцев назад,Красная Поляна,4,менее месяца,"Всё работает, новый и неактивированный. Кажется он для Дубая, раз идет оттуда. Не знаю преимущество это или нет (по сравнению с айфоном для Китая)",У меня подозрительные маленькие изъяны на металлической оконтовке в нескольких местах. Не понимаю- это с завода так или мне просто где-то не повезло. Видно их если сильно присмотреться к этим граням,"В место wi-fi пишет wlan. Это одно и то же, мне не принципиально",0,0,Digital Planet
2 месяца назад,Москва,4,несколько месяцев,Внешний вид,Желтоватый экран,"При покупке заметили что отличается экран, от другого нового айфона, желтит экран",0,0,Sky Tech
3 месяца назад,Екатеринбург,4,менее месяца,"Шустро, быстро, четко,. Работает отлично !","Коробка прошла все круги ада, мятая, грязная, пошорканная) Покупал жене на др, внешний вид коробки подвел очень(","Доставка вовремя, тел сам рабочий, новый , все исправно.",0,0,ProGSM
2 месяца назад,Северный,4,менее месяца,С телефоном все в порядке,"Снимаю звезду за доп наклейки на коробке,были уверенны что привезли б/у телефон","Пока все хорошо,телефон работает исправно",0,0,EXCESSORIZ
2 месяца назад,Тверь,4,Не указано,"Телефон, хороший,всё пломбы на месте, всё работает.
Для рынка Индии.","Грязная коробка,брал в подарок.
Получилось не очень удобно.
За это снял звезду.",Не указано,0,0,Prosto-Technika
5 месяцев назад,Москва,4,менее месяца,"аккумулятор, интересные цвета корпуса",скопировали 13 айфон,"Я как любитель техники эпл осталась очень разочарована айфон 14. За исключением минимальных отличий, это почти копия айфон 13, только стоит дороже! Обещанная улучшенная камера не оправдала ожиданий, аккумулятор чуть мощнее, но в пользовании это вообще не заметно! Плюс ко всему дизайн не отличается, разве что добавились новые интересные цвета!",0,0,Неизвестно
6 месяцев назад,Москва,4,менее месяца,"те же, что и у 13 айфона",не сильно улучшился по сравнению с 13 айфоном,"Я разочаровалась 14 айфоном, пользовалась до него 13 моделью. Ожидала, что этот будет помощнее 13 айфона, но особой разницы за неделю пользования не заметила. Да камера хорошая, экран качественный, присутствует та же челка, производительность такая же, в общем не было смысла вообще менять телефон. В последнее время эпл сильно разочаровывает(((",0,0,Неизвестно
7 месяцев назад,Москва,4,менее месяца,"быстро работает, приятный на ощупь и удобный","быстро разряжается, нет сканера отпечатков пальцев, динамик слабоват","Только начала пользоваться, пока больше положительных моментов. Из недостатков, что сразу смогла отметить: достаточно быстро разряжается (день держится при активном использовании), отсутствует сканер отпечатков пальцев (мне бы хотелось), динамик слабоват (музыку громко без наушников особо не послушаешь). В остальном хороший девайс, работает быстро и в руке его держать приятно.",0,0,Неизвестно
6 месяцев назад,Москва,4,менее месяца,"камера, экран",мало отличий от 13-го,"Что же, вот и я стала обладательницей 14 айфона, к сожалению эта радость длилась недолго. Выглядит он божественно, привлекает внимание. Как всегда прочный корпус и качественная начинка. С телефона получаются классные качественные фото. Экран, как всегда отличный. Главный минус в том, что 14 айфон почти не отличается от предыдущей версии. Так что если у вас 13 айфон, нет смысла менять!",1,0,Неизвестно
Месяц назад,Москва,4,менее месяца,Все супер,Нет режима модема,Не указано,0,0,Digital Planet
7 месяцев назад,Москва,4,менее месяца,"симпатичный, качественная эргономика",нет телемодуля у камеры,"Долго думал, переходить ли со своей десятки на iPhone 14, но ни разу не пожалел о своем выборе. Конечно же, если у вас 12-я или 13-я модель, то делать это я бы не рекомендовал. А вот на фоне айфон Х разница заметная. По крайней мере, работает он намного быстрее, а экран более яркий и качественный. Но вот 60 Гц обновления… Мне кажется, даже НЕ флагманские смартфоны больше предлагают. Безусловно, анимации выглядят плавными, но даже в бюджетных смартфонах давно 90-120 гц.",0,0,Неизвестно
6 месяцев назад,Котельники,4,несколько месяцев,"Легкий, со всеми преимуществами iPhone. Заряд держит хорошо. Красивый цвет корпуса.","По внешнему виду уступает модели XS. Корпус пластиковый, что хорошо для его веса, но уже не так красиво внешне) На удивление новый телефон периодически подвисает, что больше всего расстраивает. Камера средняя - их всего две, что по нынешним меркам, видимо, маловато)",Аппарат и аппарат. Без восторгов и эстетического удовольствия) С удовольствием вернулась бы к десятке),1,1,Доктор Техно
6 месяцев назад,Москва,4,менее месяца,"хорошая камера, экран, цвет",слабый аккумулятор,"Выбрала айфон 14 в цвете сияющая звезда, красивый элегантный цвет, в жизни смотрится нежно. Понравилась камера, получаются фото профессионального качества в любое время суток и из любого ракурса. Экран как всегда шикарный и как у прошлой модели с челкой, она мне сначала мешала, сейчас привыкла. Аккумулятор слабенький, очень быстро разряжается.",0,0,Неизвестно
Месяц назад,Екатеринбург,4,Не указано,Хорошо упакован. Работает отлично.,Нет,Не указано,0,0,Apple Space
7 месяцев назад,Москва,4,менее месяца,"выглядит круто, нереально крутые камеры",быстро разряжается,"Покупка полностью бы оправдала себя. Хотя все-таки есть ряд мелких минусов. Думаю, будет честно про них рассказать. Первый, как по мне, очень существенный недостаток, это невозможность подключить платежную систему MirPay. Поддерживается только эпл пей, и то не в России. Плюс расстраивает то, что нет возможности заряжать наушники от телефона, не понимаю, почему не добавить эту очень полезную и важную функцию. В остальном, норм. Айфон это качество, так что не разочарована",0,0,Неизвестно
7 месяцев назад,Москва,4,несколько месяцев,"стиль, сборка, в руке лежит идеально","дорого, очень дорого","Когда переходил на него с 7 плюс, ожидал большего вау-эффекта, если честно. Конечно же, разница в технологиях и камерах колоссальная, но все-таки хотелось чего-то большего. Сам телефон достаточно быстрый и функциональный. Пользоваться им одно удовольствие. Ничего нигде не вылетает, не тормозит, батарею держит на удивление долго. Главный минус айфона, как, впрочем, всехе яблочных девайсов, это его цена. Стоит он запредельных денег, но здесь понимаешь, за что платишь",0,0,Неизвестно
2 месяца назад,Аничково,4,менее месяца,хороший,проблемы с установкой приложением сбербанка,пользоваться можно,0,0,Apple Future
7 месяцев назад,Москва,4,менее месяца,"внешность, цвет корпуса, качество исполнения","их больше, чем хотелось бы","Брать сейчас айфон – дело рискованное, тем более, учитывая, что подписки в эпстор не доступны. Это как пример. Большинство программ и сервисов, ради которых я брала этот девайс, теперь недоступны, а оформление подписки требует различных танцев с бубном. Обойти систему крайне непросто. Но если вы искренне любите айфоны, как я, то все равно можно брать ради эмоций. Фотографии красивые выходят, и выглядит очень классно. Все равно приятно его доставать",0,0,Неизвестно
7 месяцев назад,Москва,4,менее месяца,"качество сборки, оптимизация интерфейса, звук","слабая батарея, 60 герц дисплей","В целом, айфон и айфон, чего-то революционного или нового я не увидел, разве что, если вы обновляетесь с откровенно старого устройства и желаете получить более симпатичный и быстрый девайс. Работает быстро, даже когда нагружаю игрухами. Огорчает, что экран 60 герц, этого по-моему недостаточно, когда платишь столько денег. Однако сам дисплей очень яркий с точной цветопередачей. Смотреть на него одно удовольствие, даже на улице в солнечный день",0,0,Неизвестно
7 месяцев назад,Москва,4,несколько месяцев,"быстрый, отличная камера, крутой цвет",глобальных нет,"Больше десяти лет являюсь пользователем яблочной продукции. На сей раз решила обновиться со старенькой восьмерки сразу на 14-й айфон. В целом, эпл знает толк в смартфонах, по крайне мере айфончики получаются топовыми. Все четко, работает. Цена, конечно, кусается, но с учетом роста курса доллара рассчитывать на меньшее не приходится. Есть еще недостатки типа того, что надо в банк идти устанавливать сберовское приложение, но это мелочи, как по мне. Памяти пока хватает",0,0,Неизвестно
3 месяца назад,Углич,4,менее месяца,"Отличный телефон, но пока в процессе опробывания","Коробка пришла вся грязная, упаковка только в полиэтилен, даже без защитной противоударной пленки, что значительно смазало впечатление от долгожданной покупки",Не указано,0,0,ProGSM
2 месяца назад,Краснодар,4,менее месяца,"довольно резвый, жена довольна",так и не смог определить ориг это или качественная реплика,Не указано,0,0,RexLavka
2 месяца назад,Дмитров,4,несколько месяцев,Все работает👍,Пока не обнаружила ничего,продавьца рекомендую!,0,0,UMI Умная Техника
6 месяцев назад,Санкт-Петербург,4,менее месяца,классические для айфона,почти нет отличий от предыдущей версии,"Безусловно телефон шикарный, как всегда стильный, яркий и привлекательный. Шикарные фото, качественный экран, суперская производительность, это все присутствует. Но вот возникает ощущение, что производитель нас обманывает. Айфон 14 является копией айфон 13, с минимальными изменениями, что очень разочаровывает!",0,0,Неизвестно
7 месяцев назад,Москва,4,менее месяца,"внешний вид, качество сборки, функциональность",быстро разряжается,"Никаких революционных технологий в этом телефоне нет. Самый обычный айфон, быстрый, стильный, удобный. Но вот батарея, как всегда в младших моделях, не самая лучшая. Во время пользования зарядка уменьшается буквально на глазах. За 10 минут работы с яркостью выше средней минус 10%. Это очевидный минус. Из плюсов отмечу камеру. Она тут ожидаемо очень классная. Если любите снимать на телефон, то можно брать. Но павербанк в сумку все-таки закидывайте",0,0,Неизвестно
6 месяцев назад,Москва,4,менее месяца,стильный внешний вид,в остальном почти как предыдущие модели,"Купила этот смартфон на смену старому и очень пожалела, по характеристикам от почти не отличается от 13 айфона. Фото по качеству такие же, аккумулятор держит так же, в общем ненужная трата денег. Лично я ожидала большего. Единственное, что радует, это стильный внешний вид. Смартфон красиво переливается на свету.",0,0,Неизвестно
